iter	Passed	Remaining
365	1679	2909
366	1684	2904
367	1688	2899
368	1692	2894
369	1697	2889
370	1701	2885
371	1706	2880
372	1710	2874
373	1714	2869
374	1718	2864
375	1722	2858
376	1726	2853
377	1730	2847
378	1735	2842
379	1739	2837
380	1743	2832
381	1747	2827
382	1751	2821
383	1755	2816
384	1760	2812
385	1764	2806
386	1768	2801
387	1772	2796
388	1777	2791
389	1780	2785
390	1785	2781
391	1789	2775
392	1793	2770
393	1797	2764
394	1801	2759
395	1805	2753
396	1810	2749
397	1814	2744
398	1818	2739
399	1822	2734
400	1827	2730
401	1832	2726
402	1837	2721
403	1842	2717
404	1847	2714
405	1851	2709
406	1857	2706
407	1861	2701
408	1866	2696
409	1870	2692
410	1875	2687
411	1879	2683
412	1884	2678
413	1889	2674
414	1894	2670
415	1898	2665
416	1903	2661
417	1908	2656
418	1912	2652
419	1917	2647
420	1921	2642
421	1925	2637
422	1930	2632
423	1935	2629
424	1939	2624
425	1944	2620
426	1949	2616
427	1954	2611
428	1958	2606
429	1962	2602
430	1967	2597
431	1972	2593
432	1976	2588
433	1981	2584
434	1985	2579
435	1990	2574
436	1993	2568
437	1998	2564
438	2002	2558
439	2006	2553
440	2010	2548
441	2014	2543
442	2018	2538
443	2022	2532
444	2027	2528
445	2031	2523
446	2036	2518
447	2040	2514
448	2044	2509
449	2049	2504
450	2053	2499
451	2057	2494
452	2061	2489
453	2066	2484
454	2070	2480
455	2074	2475
456	2079	2470
457	2083	2465
458	2087	2460
459	2091	2454
460	2095	2449
461	2099	2445
462	2103	2440
463	2107	2434
464	2112	2430
465	2116	2424
466	2120	2420
467	2125	2415
468	2129	2410
469	2133	2405
470	2138	2401
471	2142	2396
472	2146	2391
473	2150	2386
474	2155	2381
475	2159	2377
476	2163	2372
477	2167	2367
478	2172	2362
479	2176	2358
480	2180	2353
481	2184	2348
482	2189	2343
483	2193	2338
484	2198	2334
485	2203	2330
486	2207	2325
487	2212	2321
488	2216	2316
489	2221	2312
490	2225	2307
491	2230	2302
492	2234	2297
493	2238	2292
494	2242	2287
495	2246	2282
496	2250	2277
497	2254	2272
498	2258	2267
499	2262	2262
500	2266	2257
501	2270	2252
502	2274	2247
503	2278	2242
504	2283	2237
505	2287	2233
506	2291	2228
507	2295	2223
508	2299	2218
509	2304	2213
510	2308	2209
511	2313	2204
512	2317	2200
513	2322	2195
514	2326	2191
515	2331	2186
516	2335	2181
517	2339	2177
518	2344	2173
519	2349	2168
520	2353	2164
521	2358	2159
522	2362	2155
523	2367	2150
524	2371	2145
525	2376	2141
526	2380	2136
527	2384	2131
528	2389	2127
529	2393	2122
530	2398	2118
531	2402	2113
532	2407	2109
533	2412	2105
534	2416	2100
535	2420	2095
536	2425	2091
537	2429	2086
538	2433	2081
539	2438	2076
540	2442	2072
541	2446	2067
542	2450	2062
543	2454	2057
544	2459	2053
545	2463	2048
546	2467	2043
547	2471	2038
548	2475	2033
549	2479	2029
550	2484	2024
551	2488	2019
552	2493	2015
553	2497	2010
554	2502	2006
555	2506	2001
556	2511	1997
557	2516	1993
558	2520	1988
559	2524	1983
560	2529	1979
561	2533	1974
562	2538	1970
563	2542	1965
564	2547	1960
565	2551	1956
566	2555	1951
567	2559	1946
568	2564	1942
569	2568	1937
570	2573	1933
571	2578	1929
572	2582	1924
573	2586	1919
574	2591	1915
575	2596	1910
576	2600	1906
577	2604	1901
578	2609	1897
579	2613	1892
580	2618	1888
581	2622	1883
582	2627	1879
583	2631	1874
584	2636	1870
585	2640	1865
586	2645	1861
587	2649	1856
588	2653	1851
589	2658	1847
590	2663	1842
591	2667	1838
592	2671	1833
593	2676	1829
594	2681	1824
595	2685	1820
596	2690	1815
597	2694	1811
598	2698	1806
599	2703	1802
600	2707	1797
601	2712	1793
602	2716	1788
603	2721	1784
604	2725	1779
605	2730	1774
606	2734	1770
607	2738	1765
608	2742	1761
609	2747	1756
610	2751	1751
611	2755	1747
612	2759	1742
613	2764	1738
614	2769	1733
615	2774	1729
616	2779	1725
617	2784	1720
618	2788	1716
619	2793	1712
620	2797	1707
621	2802	1702
622	2806	1698
623	2811	1693
624	2815	1689
625	2820	1685
626	2825	1680
627	2830	1676
628	2834	1671
629	2839	1667
630	2844	1663
631	2849	1659
632	2854	1655
633	2860	1651
634	2864	1646
635	2869	1642
636	2874	1637
637	2879	1633
638	2883	1629
639	2888	1624
640	2893	1620
641	2898	1616
642	2903	1611
643	2908	1607
644	2913	1603
645	2918	1599
646	2922	1594
647	2927	1590
648	2932	1586
649	2937	1581
650	2941	1576
651	2945	1572
652	2950	1567
653	2955	1563
654	2959	1558
655	2964	1554
656	2968	1549
657	2973	1545
658	2977	1540
659	2981	1536
660	2986	1531
661	2991	1527
662	2995	1522
663	3000	1518
664	3005	1513
665	3009	1509
666	3013	1504
667	3018	1499
668	3022	1495
669	3027	1491
670	3032	1487
671	3038	1482
672	3042	1478
673	3047	1474
674	3052	1469
675	3056	1465
676	3061	1460
677	3066	1456
678	3070	1451
679	3075	1447
680	3080	1443
681	3085	1438
682	3089	1433
683	3093	1429
684	3098	1424
685	3103	1420
686	3107	1415
687	3111	1411
688	3116	1406
689	3120	1402
690	3125	1397
691	3129	1392
692	3134	1388
693	3138	1383
694	3142	1379
695	3147	1374
696	3152	1370
697	3157	1366
698	3162	1361
699	3166	1357
700	3171	1352
701	3175	1347
702	3180	1343
703	3184	1339
704	3189	1334
705	3194	1330
706	3198	1325
707	3203	1321
708	3207	1316
709	3211	1311
710	3216	1307
711	3221	1303
712	3226	1298
713	3230	1294
714	3235	1289
715	3239	1285
716	3244	1280
717	3249	1276
718	3253	1271
719	3258	1267
720	3263	1262
721	3267	1258
722	3272	1253
723	3277	1249
724	3281	1244
725	3286	1240
726	3290	1235
727	3294	1230
728	3298	1226
729	3303	1221
730	3307	1217
731	3312	1212
732	3316	1208
733	3321	1203
734	3325	1199
735	3330	1194
736	3334	1189
737	3339	1185
738	3343	1180
739	3348	1176
740	3353	1172
741	3359	1168
742	3364	1163
743	3368	1159
744	3373	1154
745	3378	1150
746	3383	1145
747	3387	1141
748	3392	1136
749	3397	1132
750	3402	1127
751	3406	1123
752	3411	1118
753	3415	1114
754	3420	1109
755	3424	1105
756	3428	1100
757	3432	1095
758	3436	1091
759	3440	1086
760	3444	1081
761	3449	1077
762	3454	1072
763	3458	1068
764	3463	1063
765	3468	1059
766	3472	1055
767	3477	1050
768	3481	1045
769	3486	1041
770	3490	1036
771	3495	1032
772	3500	1027
773	3504	1023
774	3508	1018
775	3513	1014
776	3517	1009
777	3522	1005
778	3526	1000
779	3530	995
780	3535	991
781	3539	986
782	3544	982
783	3548	977
784	3553	973
785	3557	968
786	3562	964
787	3566	959
788	3571	955
789	3576	950
790	3580	946
791	3585	941
792	3589	937
793	3593	932
794	3598	927
795	3602	923
796	3606	918
797	3611	914
798	3616	909
799	3620	905
800	3625	900
801	3629	896
802	3634	891
803	3638	886
804	3642	882
805	3647	877
806	3651	873
807	3656	868
808	3661	864
809	3666	859
810	3670	855
811	3675	851
812	3680	846
813	3685	842
814	3690	837
815	3694	833
816	3700	828
817	3704	824
818	3709	819
819	3714	815
820	3720	811
821	3725	806
822	3731	802
823	3736	798
824	3741	793
825	3747	789
826	3752	784
827	3757	780
828	3762	776
829	3768	771
830	3773	767
831	3778	763
832	3783	758
833	3789	754
834	3794	749
835	3800	745
836	3805	741
837	3811	736
838	3816	732
839	3822	728
840	3828	723
841	3834	719
842	3839	715
843	3845	710
844	3850	706
845	3856	702
846	3862	697
847	3867	693
848	3873	688
849	3878	684
850	3884	680
851	3889	675
852	3895	671
853	3901	666
854	3906	662
855	3911	658
856	3916	653
857	3921	648
858	3925	644
859	3931	639
860	3935	635
861	3941	630
862	3946	626
863	3951	622
864	3956	617
865	3962	613
866	3967	608
867	3973	604
868	3977	599
869	3983	595
870	3987	590
871	3993	586
872	3998	581
873	4003	577
874	4008	572
875	4013	568
876	4018	563
877	4022	558
878	4027	554
879	4032	549
880	4037	545
881	4042	540
882	4047	536
883	4052	531
884	4057	527
885	4062	522
886	4067	518
887	4072	513
888	4077	509
889	4082	504
890	4087	500
891	4092	495
892	4096	490
893	4100	486
894	4105	481
895	4110	477
896	4115	472
897	4119	467
898	4124	463
899	4128	458
900	4133	454
901	4138	449
902	4143	445
903	4147	440
904	4152	435
905	4157	431
906	4162	426
907	4167	422
908	4172	417
909	4177	413
910	4182	408
911	4187	404
912	4192	399
913	4196	394
914	4200	390
915	4205	385
916	4210	381
917	4215	376
918	4219	371
919	4224	367
920	4228	362
921	4232	358
922	4237	353
923	4241	348
924	4245	344
925	4250	339
926	4254	335
927	4258	330
928	4263	325
929	4268	321
930	4274	316
931	4278	312
932	4283	307
933	4287	302
934	4292	298
935	4297	293
936	4301	289
937	4306	284
938	4311	280
939	4315	275
940	4320	270
941	4325	266
942	4330	261
943	4336	257
944	4341	252
945	4346	248
946	4351	243
947	4356	238
948	4360	234
949	4366	229
950	4370	225
951	4375	220
952	4379	215
953	4384	211
954	4388	206
955	4392	202
956	4397	197
957	4402	192
958	4406	188
959	4411	183
960	4417	179
961	4422	174
962	4427	170
963	4432	165
964	4437	160
965	4443	156
966	4448	151
967	4454	147
968	4459	142
969	4465	138
970	4471	133
971	4478	129
972	4484	124
973	4490	119
974	4496	115
975	4501	110
976	4508	106
977	4514	101
978	4520	96
979	4526	92
980	4533	87
981	4539	83
982	4544	78
983	4551	74
984	4557	69
985	4564	64
986	4570	60
987	4577	55
988	4583	50
989	4589	46
990	4594	41
991	4600	37
992	4606	32
993	4611	27
994	4617	23
995	4623	18
996	4629	13
997	4635	9
998	4640	4
999	4646	0
